[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4458: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4459: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4460: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4461: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4462: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4463: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4464: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4465: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4466: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4467: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4468: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4469: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4470: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4471: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4472: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4473: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4474: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4475: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4476: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4477: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4478: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4479: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4480: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4481: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4482: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4483: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4484: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4485: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4486: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4487: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4488: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 4489: 예측=매트·침낭, 실제=화로대·버너
[✅ 정답] 이미지 4490: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4491: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4492: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4493: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4494: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4495: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4496: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4497: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4498: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4499: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4500: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4501: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4502: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4503: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4504: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4505: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 4506: 예측=화로대·버너, 실제=전기·전자기기
[❌ 오답] 이미지 4507: 예측=매트·침낭, 실제=텐트·타프
[✅ 정답] 이미지 4508: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4509: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4510: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4511: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4512: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4513: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4514: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4515: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4516: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4517: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4518: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4519: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4520: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4521: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4522: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4523: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4524: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4525: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4526: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4527: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4528: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4529: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4530: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4531: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4532: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4533: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4534: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4535: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4536: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4537: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4538: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4539: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4540: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4541: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4542: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4543: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4544: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4545: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4546: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4547: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4548: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4549: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4550: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4551: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4552: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4553: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4554: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4555: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4556: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4557: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4558: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4559: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4560: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4561: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4562: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4563: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4564: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4565: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4566: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4567: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4568: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4569: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4570: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4571: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4572: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4573: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4574: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4575: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4576: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4577: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4578: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4579: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4580: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4581: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4582: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4583: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4584: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4585: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4586: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4587: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4588: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4589: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4590: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4591: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4592: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4593: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4594: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4595: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4596: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4597: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4598: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4599: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4600: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4601: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4602: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4603: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4604: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4605: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4606: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4607: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4608: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4609: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4610: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4611: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4612: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4613: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4614: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4615: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4616: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4617: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4618: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4619: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4620: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4621: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4622: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4623: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4624: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4625: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4626: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4627: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4628: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4629: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4630: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4631: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4632: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4633: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4634: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4635: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4636: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4637: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4638: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4639: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 4640: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4641: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4642: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4643: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 4644: 예측=테이블·체어, 실제=테이블·체어
[❌ 오답] 이미지 4645: 예측=화로대·버너, 실제=냉·난방용품
[✅ 정답] 이미지 4646: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4647: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 4648: 예측=화로대·버너, 실제=화로대·버너
[❌ 오답] 이미지 4649: 예측=화로대·버너, 실제=공구·액세서리
[✅ 정답] 이미지 4650: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 4651: 예측=매트·침낭, 실제=매트·침낭
[❌ 오답] 이미지 4652: 예측=냉·난방용품, 실제=매트·침낭
[✅ 정답] 이미지 4653: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 4654: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4655: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4656: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4657: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 4658: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4659: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4660: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4661: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4662: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4663: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 4664: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 4665: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 4666: 예측=화로대·버너, 실제=전기·전자기기
[✅ 정답] 이미지 4667: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 4668: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 4669: 예측=랜턴, 실제=랜턴
